2024-07-30 07:17:56.900 -07:00 | Internal            | Logger         | Started logging.
2024-07-30 07:17:56.900 -07:00 | Internal            | Logger         | Game version: 13.5.1.
2024-07-30 07:17:56.900 -07:00 | Internal            | Logger         | Build type: Release.
2024-07-30 07:17:56.900 -07:00 | Internal            | Logger         | Build timestamp: 2024-07-20 16:26:48Z.
2024-07-30 07:17:56.900 -07:00 | Internal            | Logger         | Headless: True.
2024-07-30 07:18:01.340 -07:00 | Connection update   | Networking     | 76561199383848831@steam preauthenticated from endpoint 94.255.132.77:11783.
2024-07-30 07:18:01.954 -07:00 | Connection update   | Networking     | 76561199512834723@steam preauthenticated from endpoint 85.26.233.3:49760.
2024-07-30 07:18:02.390 -07:00 | Connection update   | Networking     | 76561199547420898@steam preauthenticated from endpoint 83.139.170.206:2066.
2024-07-30 07:18:02.718 -07:00 | Connection update   | Networking     | 76561199101281600@steam preauthenticated from endpoint 46.73.28.87:56675.
2024-07-30 07:18:03.551 -07:00 | Connection update   | Networking     | 76561199466370636@steam preauthenticated from endpoint 46.16.224.121:27667.
2024-07-30 07:18:05.104 -07:00 | Connection update   | Networking     | 76561199751370935@steam preauthenticated from endpoint 37.78.4.10:63756.
2024-07-30 07:18:07.423 -07:00 | Connection update   | Networking     | 76561199587369250@steam preauthenticated from endpoint 178.176.81.164:23453.
2024-07-30 07:18:07.686 -07:00 | Connection update   | Networking     | 76561199383848831@steam authenticated from endpoint 94.255.132.77:11783. Player ID assigned: 14. Auth token serial number: 7iKqK59W-U8QHywtT.
2024-07-30 07:18:07.686 -07:00 | Connection update   | Networking     | Nickname of 76561199383848831@steam is now Какой-то НН.
2024-07-30 07:18:08.626 -07:00 | Connection update   | Networking     | 76561199512834723@steam authenticated from endpoint 85.26.233.3:49760. Player ID assigned: 6. Auth token serial number: pzizt8c/-hG0O8rZw.
2024-07-30 07:18:08.626 -07:00 | Connection update   | Networking     | Nickname of 76561199512834723@steam is now Mr_Qhort567.
2024-07-30 07:18:11.404 -07:00 | Connection update   | Networking     | 76561199547420898@steam authenticated from endpoint 83.139.170.206:2066. Player ID assigned: 1. Auth token serial number: QjvjLbKv-68tEKOFD.
2024-07-30 07:18:11.404 -07:00 | Connection update   | Networking     | Nickname of 76561199547420898@steam is now Su0rT1k.
2024-07-30 07:18:11.405 -07:00 | Connection update   | Permissions    | Su0rT1k (76561199547420898@steam) has been assigned to group Заместитель Создателя 💜.
2024-07-30 07:18:12.774 -07:00 | Connection update   | Networking     | 76561199101281600@steam authenticated from endpoint 46.73.28.87:56675. Player ID assigned: 30. Auth token serial number: 8iqeKKa9-NuQ/m6gr.
2024-07-30 07:18:12.774 -07:00 | Connection update   | Networking     | Nickname of 76561199101281600@steam is now polska man.
2024-07-30 07:18:15.811 -07:00 | Connection update   | Networking     | 76561199466370636@steam authenticated from endpoint 46.16.224.121:27667. Player ID assigned: 8. Auth token serial number: mPS01FxZ-EfWGQHuJ.
2024-07-30 07:18:15.812 -07:00 | Connection update   | Networking     | Nickname of 76561199466370636@steam is now Red.
2024-07-30 07:18:15.856 -07:00 | Connection update   | Networking     | 76561199130413743@steam preauthenticated from endpoint 5.44.173.29:53360.
2024-07-30 07:18:16.856 -07:00 | Connection update   | Networking     | 76561199214421804@steam preauthenticated from endpoint 45.159.16.172:55865.
2024-07-30 07:18:22.175 -07:00 | Remote Admin        | Administrative | Su0rT1k (76561199547420898@steam) enabled lobby lock.
2024-07-30 07:18:27.532 -07:00 | Connection update   | Networking     | 76561199751370935@steam authenticated from endpoint 37.78.4.10:63756. Player ID assigned: 10. Auth token serial number: s4sOJkin-B2PevOQx.
2024-07-30 07:18:27.532 -07:00 | Connection update   | Networking     | Nickname of 76561199751370935@steam is now Mr.Dinomaic.
2024-07-30 07:18:31.739 -07:00 | Connection update   | Networking     | 76561199587369250@steam authenticated from endpoint 178.176.81.164:23453. Player ID assigned: 32. Auth token serial number: ULNaeBCo-D95ZfRhD.
2024-07-30 07:18:31.739 -07:00 | Connection update   | Networking     | Nickname of 76561199587369250@steam is now Шавуха.
2024-07-30 07:18:32.396 -07:00 | Remote Admin        | Administrative | Su0rT1k (76561199547420898@steam) disabled lobby lock.
2024-07-30 07:18:46.218 -07:00 | Remote Admin        | Administrative | Su0rT1k (76561199547420898@steam) enabled lobby lock.
2024-07-30 07:18:46.686 -07:00 | Remote Admin        | Administrative | Su0rT1k (76561199547420898@steam) disabled lobby lock.
2024-07-30 07:18:57.099 -07:00 | Connection update   | Networking     | 76561199227085017@steam preauthenticated from endpoint 2.61.114.33:57616.
2024-07-30 07:18:58.600 -07:00 | Remote Admin        | Administrative | Su0rT1k (76561199547420898@steam) enabled lobby lock.
2024-07-30 07:18:59.037 -07:00 | Remote Admin        | Administrative | Su0rT1k (76561199547420898@steam) disabled lobby lock.
2024-07-30 07:19:01.635 -07:00 | Remote Admin        | Administrative | Su0rT1k (76561199547420898@steam) enabled lobby lock.
2024-07-30 07:19:02.456 -07:00 | Remote Admin        | Administrative | Su0rT1k (76561199547420898@steam) disabled lobby lock.
2024-07-30 07:19:18.651 -07:00 | Connection update   | Networking     | 76561199130413743@steam authenticated from endpoint 5.44.173.29:53360. Player ID assigned: 16. Auth token serial number: p7jEJqeP-o7F6J0O3.
2024-07-30 07:19:18.651 -07:00 | Connection update   | Networking     | Nickname of 76561199130413743@steam is now sashasashaYT_top4ik.
2024-07-30 07:19:18.652 -07:00 | Connection update   | Permissions    | sashasashaYT_top4ik (76561199130413743@steam) has been assigned to group Создатель 👑.
2024-07-30 07:19:19.806 -07:00 | Remote Admin        | Administrative | Su0rT1k (76561199547420898@steam) enabled lobby lock.
2024-07-30 07:19:20.803 -07:00 | Remote Admin        | Administrative | Su0rT1k (76561199547420898@steam) disabled lobby lock.
2024-07-30 07:19:41.629 -07:00 | Game Event          | Logger         | Round has been started.
