2024-08-01 07:56:17.716 -07:00 | Internal            | Logger         | Started logging.
2024-08-01 07:56:17.716 -07:00 | Internal            | Logger         | Game version: 13.5.1.
2024-08-01 07:56:17.716 -07:00 | Internal            | Logger         | Build type: Release.
2024-08-01 07:56:17.716 -07:00 | Internal            | Logger         | Build timestamp: 2024-07-20 16:26:48Z.
2024-08-01 07:56:17.716 -07:00 | Internal            | Logger         | Headless: True.
2024-08-01 07:56:29.864 -07:00 | Connection update   | Networking     | 76561198268089417@steam preauthenticated from endpoint 83.139.129.162:2888.
2024-08-01 07:56:29.869 -07:00 | Connection update   | Networking     | 76561199547420898@steam preauthenticated from endpoint 83.139.170.206:3078.
2024-08-01 07:56:29.874 -07:00 | Connection update   | Networking     | 76561199197368100@steam preauthenticated from endpoint 91.185.78.229:54189.
2024-08-01 07:56:29.880 -07:00 | Connection update   | Networking     | 76561199443384178@steam preauthenticated from endpoint 37.77.108.188:1801.
2024-08-01 07:56:29.887 -07:00 | Connection update   | Networking     | 76561199534289409@steam preauthenticated from endpoint 188.162.167.17:10364.
2024-08-01 07:56:29.891 -07:00 | Connection update   | Networking     | 76561199651288198@steam preauthenticated from endpoint 95.153.162.66:27742.
2024-08-01 07:56:29.897 -07:00 | Connection update   | Networking     | 76561199702397511@steam preauthenticated from endpoint 89.113.158.199:57645.
2024-08-01 07:56:29.902 -07:00 | Connection update   | Networking     | 76561198267163077@steam preauthenticated from endpoint 185.33.24.2:59085.
2024-08-01 07:56:29.906 -07:00 | Connection update   | Networking     | 76561199025407810@steam preauthenticated from endpoint 83.234.146.208:52295.
2024-08-01 07:56:33.545 -07:00 | Connection update   | Networking     | 76561199645814845@steam preauthenticated from endpoint 46.159.154.98:51515.
2024-08-01 07:56:36.800 -07:00 | Connection update   | Networking     | 76561199197368100@steam authenticated from endpoint 91.185.78.229:54189. Player ID assigned: 31. Auth token serial number: yo1sYVJT-OStFnaZ1.
2024-08-01 07:56:36.800 -07:00 | Connection update   | Networking     | Nickname of 76561199197368100@steam is now дима2013смерч.
2024-08-01 07:56:36.801 -07:00 | Connection update   | Permissions    | дима2013смерч (76561199197368100@steam) has been assigned to group Keter.
2024-08-01 07:56:37.853 -07:00 | Connection update   | Networking     | 76561199702397511@steam authenticated from endpoint 89.113.158.199:57645. Player ID assigned: 22. Auth token serial number: WqVDYgfe-bOepzsGd.
2024-08-01 07:56:37.853 -07:00 | Connection update   | Networking     | Nickname of 76561199702397511@steam is now Egor4ik.
2024-08-01 07:56:37.985 -07:00 | Connection update   | Networking     | 76561199130413743@steam preauthenticated from endpoint 5.44.173.29:57303.
2024-08-01 07:56:38.360 -07:00 | Connection update   | Networking     | 76561199651288198@steam authenticated from endpoint 95.153.162.66:27742. Player ID assigned: 18. Auth token serial number: iMlRVraE-27n48eR9.
2024-08-01 07:56:38.360 -07:00 | Connection update   | Networking     | Nickname of 76561199651288198@steam is now SCP/1000-7.
2024-08-01 07:56:39.303 -07:00 | Connection update   | Networking     | 76561199534289409@steam authenticated from endpoint 188.162.167.17:10364. Player ID assigned: 29. Auth token serial number: dR2frDFA-W7sLoDKX.
2024-08-01 07:56:39.303 -07:00 | Connection update   | Networking     | Nickname of 76561199534289409@steam is now Slavik Game.
