2024-08-02 05:04:37.366 -07:00 | Internal            | Logger         | Started logging.
2024-08-02 05:04:37.366 -07:00 | Internal            | Logger         | Game version: 13.5.1.
2024-08-02 05:04:37.366 -07:00 | Internal            | Logger         | Build type: Release.
2024-08-02 05:04:37.366 -07:00 | Internal            | Logger         | Build timestamp: 2024-07-20 16:26:48Z.
2024-08-02 05:04:37.366 -07:00 | Internal            | Logger         | Headless: True.
2024-08-02 05:04:41.461 -07:00 | Connection update   | Networking     | 76561199197368100@steam preauthenticated from endpoint 91.185.78.229:54536.
2024-08-02 05:04:41.972 -07:00 | Connection update   | Networking     | 76561199473729742@steam preauthenticated from endpoint 5.187.70.64:2964.
2024-08-02 05:04:42.077 -07:00 | Connection update   | Networking     | 76561199159870190@steam preauthenticated from endpoint 31.181.3.164:58473.
2024-08-02 05:04:42.206 -07:00 | Connection update   | Networking     | 76561199738553167@steam preauthenticated from endpoint 94.233.250.229:5204.
2024-08-02 05:04:42.771 -07:00 | Connection update   | Networking     | 76561199254108106@steam preauthenticated from endpoint 93.124.23.207:63639.
2024-08-02 05:04:43.578 -07:00 | Connection update   | Networking     | 76561199636742524@steam preauthenticated from endpoint 217.107.199.158:51524.
2024-08-02 05:04:45.386 -07:00 | Connection update   | Networking     | 76561199620582963@steam preauthenticated from endpoint 46.147.226.194:56777.
2024-08-02 05:04:47.374 -07:00 | Connection update   | Networking     | 76561198107807236@steam preauthenticated from endpoint 95.83.14.237:51635.
2024-08-02 05:04:47.851 -07:00 | Connection update   | Networking     | 76561199197368100@steam authenticated from endpoint 91.185.78.229:54536. Player ID assigned: 1. Auth token serial number: MrZ62bY0-SEXH/OwY.
2024-08-02 05:04:47.851 -07:00 | Connection update   | Networking     | Nickname of 76561199197368100@steam is now nefrit.
2024-08-02 05:04:47.852 -07:00 | Connection update   | Permissions    | nefrit (76561199197368100@steam) has been assigned to group Таумиэль 💸.
2024-08-02 05:04:49.864 -07:00 | Connection update   | Networking     | 76561199159870190@steam authenticated from endpoint 31.181.3.164:58473. Player ID assigned: 20. Auth token serial number: Xtii3j8n-HCrEWsrr.
2024-08-02 05:04:49.864 -07:00 | Connection update   | Networking     | Nickname of 76561199159870190@steam is now Request RU.
2024-08-02 05:04:49.865 -07:00 | Connection update   | Permissions    | Request RU (76561199159870190@steam) has been assigned to group Кетер 💸.
2024-08-02 05:04:50.961 -07:00 | Connection update   | Networking     | 76561199473729742@steam authenticated from endpoint 5.187.70.64:2964. Player ID assigned: 23. Auth token serial number: 79p4px78-mG9ca3DL.
2024-08-02 05:04:50.961 -07:00 | Connection update   | Networking     | Nickname of 76561199473729742@steam is now [MLP] Dima.
2024-08-02 05:04:51.533 -07:00 | Connection update   | Networking     | 76561199738553167@steam authenticated from endpoint 94.233.250.229:5204. Player ID assigned: 12. Auth token serial number: AD71tt3k-rF1MY9Ny.
2024-08-02 05:04:51.533 -07:00 | Connection update   | Networking     | Nickname of 76561199738553167@steam is now Skibidist228.
2024-08-02 05:04:51.989 -07:00 | Connection update   | Networking     | 76561199254108106@steam authenticated from endpoint 93.124.23.207:63639. Player ID assigned: 7. Auth token serial number: x/yCGe87-oxvf/4RA.
2024-08-02 05:04:51.989 -07:00 | Connection update   | Networking     | Nickname of 76561199254108106@steam is now fisher_gh11.
2024-08-02 05:04:52.233 -07:00 | Connection update   | Networking     | 76561199645814845@steam preauthenticated from endpoint 85.174.202.167:9919.
2024-08-02 05:04:55.057 -07:00 | Connection update   | Networking     | 76561199636742524@steam authenticated from endpoint 217.107.199.158:51524. Player ID assigned: 4. Auth token serial number: 5r/NjauJ-lq4y/ceC.
2024-08-02 05:04:55.057 -07:00 | Connection update   | Networking     | Nickname of 76561199636742524@steam is now lololinno6.
2024-08-02 05:04:59.565 -07:00 | Connection update   | Networking     | 76561199620582963@steam authenticated from endpoint 46.147.226.194:56777. Player ID assigned: 28. Auth token serial number: mpBR47ch-1RaMphGl.
2024-08-02 05:04:59.565 -07:00 | Connection update   | Networking     | Nickname of 76561199620582963@steam is now Mashinist [YT].
2024-08-02 05:05:00.782 -07:00 | Connection update   | Networking     | 76561199547420898@steam preauthenticated from endpoint 83.139.170.206:3852.
2024-08-02 05:05:10.061 -07:00 | Connection update   | Networking     | 76561198107807236@steam authenticated from endpoint 95.83.14.237:51635. Player ID assigned: 5. Auth token serial number: qYF/kR7u-hyt4zNzo.
2024-08-02 05:05:10.061 -07:00 | Connection update   | Networking     | Nickname of 76561198107807236@steam is now К i Т.
2024-08-02 05:05:10.736 -07:00 | Connection update   | Networking     | 76561199547420898@steam authenticated from endpoint 83.139.170.206:3852. Player ID assigned: 17. Auth token serial number: 8rMdQSY0-/nJZXt0D.
2024-08-02 05:05:10.736 -07:00 | Connection update   | Networking     | Nickname of 76561199547420898@steam is now Su0rT1k.
2024-08-02 05:05:10.737 -07:00 | Connection update   | Permissions    | Su0rT1k (76561199547420898@steam) has been assigned to group Заместитель Создателя 💜.
2024-08-02 05:05:21.240 -07:00 | Connection update   | Networking     | 76561199645814845@steam authenticated from endpoint 85.174.202.167:9919. Player ID assigned: 9. Auth token serial number: GLtjHhkT-j4UGqA6/.
2024-08-02 05:05:21.240 -07:00 | Connection update   | Networking     | Nickname of 76561199645814845@steam is now ٴٴٴٴٴ.
2024-08-02 05:05:23.315 -07:00 | Game Event          | Logger         | Round has been started.
2024-08-02 05:05:41.774 -07:00 | Remote Admin        | Administrative | Request RU (76561199159870190@steam) gave KeycardO5 to Request RU (76561199159870190@steam).
2024-08-02 05:05:42.187 -07:00 | Remote Admin        | Administrative | Su0rT1k (76561199547420898@steam) cleared fisher_gh11 (76561199254108106@steam)'s inventory.
2024-08-02 05:05:42.187 -07:00 | Remote Admin        | Administrative | Su0rT1k (76561199547420898@steam) ran the STRIP command on 1 players.
2024-08-02 05:05:43.505 -07:00 | Remote Admin        | Administrative | Su0rT1k (76561199547420898@steam) gave KeycardO5 to fisher_gh11 (76561199254108106@steam).
2024-08-02 05:05:47.647 -07:00 | Remote Admin        | Class change   | Su0rT1k (76561199547420898@steam) changed role of player ٴٴٴٴٴ (76561199645814845@steam) to Scp3114.
2024-08-02 05:05:54.167 -07:00 | Kill                | Class change   | Request RU (76561199159870190@steam), playing as Scientist, has been killed by fisher_gh11 (76561199254108106@steam) playing as: Class-D Personnel. Specific death reason: Shot by fisher_gh11 with GunCrossvec to the 'Body' hitbox.
2024-08-02 05:06:02.389 -07:00 | Game Event          | Class change   | is now impersonating ٴٴٴٴٴ, playing as Scientist.
2024-08-02 05:06:04.871 -07:00 | Remote Admin        | Class change   | Request RU (76561199159870190@steam) changed role of player Request RU (76561199159870190@steam) to Scientist.
2024-08-02 05:06:11.329 -07:00 | Remote Admin        | Administrative | Request RU (76561199159870190@steam) gave GunCrossvec to Request RU (76561199159870190@steam).
2024-08-02 05:06:13.354 -07:00 | Remote Admin        | Administrative | Request RU (76561199159870190@steam) gave ArmorCombat to Request RU (76561199159870190@steam).
