2024-07-31 12:23:56.371 -07:00 | Internal            | Logger         | Started logging.
2024-07-31 12:23:56.371 -07:00 | Internal            | Logger         | Game version: 13.5.1.
2024-07-31 12:23:56.371 -07:00 | Internal            | Logger         | Build type: Release.
2024-07-31 12:23:56.371 -07:00 | Internal            | Logger         | Build timestamp: 2024-07-20 16:26:48Z.
2024-07-31 12:23:56.371 -07:00 | Internal            | Logger         | Headless: True.
2024-07-31 12:24:02.721 -07:00 | Connection update   | Networking     | 76561199547420898@steam preauthenticated from endpoint 83.139.170.206:4107.
2024-07-31 12:24:02.786 -07:00 | Connection update   | Networking     | 76561199555847516@steam preauthenticated from endpoint 5.187.86.66:16649.
2024-07-31 12:24:02.798 -07:00 | Connection update   | Networking     | 76561199659297773@steam preauthenticated from endpoint 31.181.196.232:62745.
2024-07-31 12:24:02.826 -07:00 | Connection update   | Networking     | 76561199546366028@steam preauthenticated from endpoint 109.106.141.140:40499.
2024-07-31 12:24:02.838 -07:00 | Connection update   | Networking     | 76561199576345737@steam preauthenticated from endpoint 151.0.21.76:61996.
2024-07-31 12:24:02.844 -07:00 | Connection update   | Networking     | 76561199140437536@steam preauthenticated from endpoint 185.15.38.75:2886.
2024-07-31 12:24:03.100 -07:00 | Connection update   | Networking     | 76561199402048887@steam preauthenticated from endpoint 194.124.38.30:60791.
2024-07-31 12:24:03.562 -07:00 | Connection update   | Networking     | 76561198267163077@steam preauthenticated from endpoint 185.33.24.2:42722.
2024-07-31 12:24:03.598 -07:00 | Connection update   | Networking     | 76561198292563014@steam preauthenticated from endpoint 176.59.77.210:61631.
2024-07-31 12:24:10.648 -07:00 | Connection update   | Networking     | 76561199546366028@steam authenticated from endpoint 109.106.141.140:40499. Player ID assigned: 13. Auth token serial number: L8fPYjoY-FX/RLrvy.
2024-07-31 12:24:10.648 -07:00 | Connection update   | Networking     | Nickname of 76561199546366028@steam is now OvnerGR.
2024-07-31 12:24:12.891 -07:00 | Connection update   | Networking     | 76561199441231689@steam preauthenticated from endpoint 146.158.116.21:60327.
2024-07-31 12:24:13.534 -07:00 | Connection update   | Networking     | 76561199547420898@steam authenticated from endpoint 83.139.170.206:4107. Player ID assigned: 15. Auth token serial number: F4fcI7Vo-YsLZHno5.
2024-07-31 12:24:13.534 -07:00 | Connection update   | Networking     | Nickname of 76561199547420898@steam is now Su0rT1k.
2024-07-31 12:24:13.535 -07:00 | Connection update   | Permissions    | Su0rT1k (76561199547420898@steam) has been assigned to group Заместитель Создателя 💜.
