2024-08-04 08:37:28.895 -07:00 | Internal            | Logger         | Started logging.
2024-08-04 08:37:28.895 -07:00 | Internal            | Logger         | Game version: 13.5.1.
2024-08-04 08:37:28.895 -07:00 | Internal            | Logger         | Build type: Release.
2024-08-04 08:37:28.895 -07:00 | Internal            | Logger         | Build timestamp: 2024-07-20 16:26:48Z.
2024-08-04 08:37:28.895 -07:00 | Internal            | Logger         | Headless: True.
2024-08-04 08:37:33.761 -07:00 | Connection update   | Networking     | 76561199353841345@steam preauthenticated from endpoint 94.141.126.71:23205.
2024-08-04 08:37:33.866 -07:00 | Connection update   | Networking     | 76561199447249565@steam preauthenticated from endpoint 95.32.138.72:1827.
2024-08-04 08:37:34.278 -07:00 | Connection update   | Networking     | 76561199367117384@steam preauthenticated from endpoint 178.155.26.91:64874.
2024-08-04 08:37:34.400 -07:00 | Connection update   | Networking     | 76561199143985401@steam preauthenticated from endpoint 85.172.100.212:3717.
2024-08-04 08:37:34.539 -07:00 | Connection update   | Networking     | 76561199520684589@steam preauthenticated from endpoint 188.170.204.109:56511.
2024-08-04 08:37:34.624 -07:00 | Connection update   | Networking     | 76561199737258064@steam preauthenticated from endpoint 213.135.80.61:56527.
2024-08-04 08:37:34.759 -07:00 | Connection update   | Networking     | 76561199216801848@steam preauthenticated from endpoint 46.172.30.34:64475.
2024-08-04 08:37:34.995 -07:00 | Connection update   | Networking     | 76561199218502155@steam preauthenticated from endpoint 80.64.31.16:61999.
2024-08-04 08:37:35.163 -07:00 | Connection update   | Networking     | 76561199636742524@steam preauthenticated from endpoint 217.107.199.158:56712.
2024-08-04 08:37:35.365 -07:00 | Connection update   | Networking     | 76561199557052972@steam preauthenticated from endpoint 95.32.117.14:58030.
2024-08-04 08:37:35.436 -07:00 | Connection update   | Networking     | 76561199382920241@steam preauthenticated from endpoint 185.135.181.89:59843.
2024-08-04 08:37:35.657 -07:00 | Connection update   | Networking     | 76561199547420898@steam preauthenticated from endpoint 83.139.170.206:3619.
2024-08-04 08:37:36.392 -07:00 | Connection update   | Networking     | 76561198268089417@steam preauthenticated from endpoint 83.139.129.162:2565.
2024-08-04 08:37:37.839 -07:00 | Connection update   | Networking     | 76561199512875296@steam preauthenticated from endpoint 193.233.122.90:52875.
2024-08-04 08:37:40.650 -07:00 | Connection update   | Networking     | 76561199353841345@steam authenticated from endpoint 94.141.126.71:23205. Player ID assigned: 5. Auth token serial number: ZriSLTgu-ZlXdcg2V.
2024-08-04 08:37:40.650 -07:00 | Connection update   | Networking     | Nickname of 76561199353841345@steam is now ST.1lex.
2024-08-04 08:37:41.096 -07:00 | Connection update   | Networking     | 76561199447249565@steam authenticated from endpoint 95.32.138.72:1827. Player ID assigned: 30. Auth token serial number: fzYOzcaS-0/oIe5s5.
2024-08-04 08:37:41.096 -07:00 | Connection update   | Networking     | Nickname of 76561199447249565@steam is now Maveri studios.
2024-08-04 08:37:42.434 -07:00 | Connection update   | Networking     | 76561199367117384@steam authenticated from endpoint 178.155.26.91:64874. Player ID assigned: 14. Auth token serial number: X8NKLWaU-d4RURD2f.
2024-08-04 08:37:42.435 -07:00 | Connection update   | Networking     | Nickname of 76561199367117384@steam is now シ|T1a_Abs4l8t.
2024-08-04 08:37:42.506 -07:00 | Connection update   | Networking     | 76561199143985401@steam authenticated from endpoint 85.172.100.212:3717. Player ID assigned: 12. Auth token serial number: ZfeLs1b6-vcZGsRxZ.
2024-08-04 08:37:42.506 -07:00 | Connection update   | Networking     | Nickname of 76561199143985401@steam is now [FT] ㋡NDubas㋡.
2024-08-04 08:37:43.603 -07:00 | Connection update   | Networking     | 76561199520684589@steam authenticated from endpoint 188.170.204.109:56511. Player ID assigned: 35. Auth token serial number: Iq6biEoh-UZiILGpc.
2024-08-04 08:37:43.603 -07:00 | Connection update   | Networking     | Nickname of 76561199520684589@steam is now Faseg fop.
2024-08-04 08:37:44.171 -07:00 | Connection update   | Networking     | 76561199218502155@steam authenticated from endpoint 80.64.31.16:61999. Player ID assigned: 28. Auth token serial number: EIOKbmn9-OzVXPzeM.
2024-08-04 08:37:44.171 -07:00 | Connection update   | Networking     | Nickname of 76561199218502155@steam is now ?.
2024-08-04 08:37:44.433 -07:00 | Connection update   | Networking     | 76561199216801848@steam authenticated from endpoint 46.172.30.34:64475. Player ID assigned: 10. Auth token serial number: v6yORn6a-sUMLYb7Y.
2024-08-04 08:37:44.433 -07:00 | Connection update   | Networking     | Nickname of 76561199216801848@steam is now StarSword.
2024-08-04 08:37:44.434 -07:00 | Connection update   | Permissions    | StarSword (76561199216801848@steam) has been assigned to group Стажёр 👤.
2024-08-04 08:37:44.634 -07:00 | Connection update   | Networking     | 76561199737258064@steam authenticated from endpoint 213.135.80.61:56527. Player ID assigned: 3. Auth token serial number: ATEJVW3S-fstWFJDl.
2024-08-04 08:37:44.634 -07:00 | Connection update   | Networking     | Nickname of 76561199737258064@steam is now m0d1e.
2024-08-04 08:37:45.434 -07:00 | Connection update   | Networking     | 76561199382920241@steam authenticated from endpoint 185.135.181.89:59843. Player ID assigned: 7. Auth token serial number: dPMdcpN4-XC/Xc3Kn.
2024-08-04 08:37:45.435 -07:00 | Connection update   | Networking     | Nickname of 76561199382920241@steam is now fguy234509.
2024-08-04 08:37:45.531 -07:00 | Connection update   | Networking     | 76561199636742524@steam authenticated from endpoint 217.107.199.158:56712. Player ID assigned: 21. Auth token serial number: JwyBZEpp-rXCtnZBI.
2024-08-04 08:37:45.531 -07:00 | Connection update   | Networking     | Nickname of 76561199636742524@steam is now lololinno6.
2024-08-04 08:37:45.661 -07:00 | Connection update   | Networking     | 76561199547420898@steam authenticated from endpoint 83.139.170.206:3619. Player ID assigned: 9. Auth token serial number: wKj0tTJD-XAhYDZ/r.
2024-08-04 08:37:45.661 -07:00 | Connection update   | Networking     | Nickname of 76561199547420898@steam is now Su0rT1k.
2024-08-04 08:37:45.662 -07:00 | Connection update   | Permissions    | Su0rT1k (76561199547420898@steam) has been assigned to group Заместитель Владельца 💜.
2024-08-04 08:37:46.988 -07:00 | Connection update   | Networking     | 76561199557052972@steam authenticated from endpoint 95.32.117.14:58030. Player ID assigned: 33. Auth token serial number: muKDdFyX-Q8oiLk0h.
2024-08-04 08:37:46.988 -07:00 | Connection update   | Networking     | Nickname of 76561199557052972@steam is now SIGMA SKIBIDI.
2024-08-04 08:37:48.874 -07:00 | Connection update   | Networking     | 76561198268089417@steam authenticated from endpoint 83.139.129.162:2565. Player ID assigned: 17. Auth token serial number: 6felmmBb-WYiQSfYW.
2024-08-04 08:37:48.874 -07:00 | Connection update   | Networking     | Nickname of 76561198268089417@steam is now pokakal kt.
2024-08-04 08:37:48.876 -07:00 | Connection update   | Permissions    | pokakal kt (76561198268089417@steam) has been assigned to group Стажёр 👤.
2024-08-04 08:37:58.906 -07:00 | Connection update   | Networking     | lololinno6 (76561199636742524@steam) disconnected from IP address 217.107.199.158. Last class: None.
2024-08-04 08:37:59.074 -07:00 | Connection update   | Networking     | StarSword (76561199216801848@steam) disconnected from IP address 46.172.30.34. Last class: None.
2024-08-04 08:38:10.084 -07:00 | Game Event          | Logger         | Round has been started.
2024-08-04 08:38:16.895 -07:00 | Connection update   | Networking     | 76561199512875296@steam preauthenticated from endpoint 193.233.122.90:63489.
2024-08-04 08:38:29.562 -07:00 | Connection update   | Networking     | 76561199512875296@steam authenticated from endpoint 193.233.122.90:63489. Player ID assigned: 15. Auth token serial number: l1n3HL36-rBijfd7E.
2024-08-04 08:38:29.562 -07:00 | Connection update   | Networking     | Nickname of 76561199512875296@steam is now [FT] sigma.
2024-08-04 08:38:39.096 -07:00 | Connection update   | Networking     | 76561199188306998@steam preauthenticated from endpoint 157.157.114.103:53354.
2024-08-04 08:38:54.728 -07:00 | Kill                | Class change   | fguy234509 (76561199382920241@steam), playing as Scientist, has died. Specific death reason: Fall damage.
2024-08-04 08:39:03.668 -07:00 | Connection update   | Networking     | fguy234509 (76561199382920241@steam) disconnected from IP address 185.135.181.89. Last class: Spectator.
2024-08-04 08:39:19.073 -07:00 | Connection update   | Networking     | 76561199188306998@steam authenticated from endpoint 157.157.114.103:53354. Player ID assigned: 32. Auth token serial number: 5WvKBsUh-D0Vx00D2.
2024-08-04 08:39:19.073 -07:00 | Connection update   | Networking     | Nickname of 76561199188306998@steam is now DenchikP_Fun.
2024-08-04 08:39:19.075 -07:00 | Connection update   | Permissions    | DenchikP_Fun (76561199188306998@steam) has been assigned to group Технический Администратор 💻.
2024-08-04 08:39:22.767 -07:00 | Game Event          | Warhead        | ST.1lex (76561199353841345@steam) set the Alpha Warhead status to True.
2024-08-04 08:39:26.146 -07:00 | Game Event          | Warhead        | ST.1lex (76561199353841345@steam) cancelled the Alpha Warhead detonation.
2024-08-04 08:39:33.655 -07:00 | Game Event          | Warhead        | ST.1lex (76561199353841345@steam) cancelled the Alpha Warhead detonation.
2024-08-04 08:39:33.964 -07:00 | Game Event          | Warhead        | ST.1lex (76561199353841345@steam) cancelled the Alpha Warhead detonation.
