2024-07-31 10:11:24.079 -07:00 | Internal            | Logger         | Started logging.
2024-07-31 10:11:24.079 -07:00 | Internal            | Logger         | Game version: 13.5.1.
2024-07-31 10:11:24.079 -07:00 | Internal            | Logger         | Build type: Release.
2024-07-31 10:11:24.079 -07:00 | Internal            | Logger         | Build timestamp: 2024-07-20 16:26:48Z.
2024-07-31 10:11:24.079 -07:00 | Internal            | Logger         | Headless: True.
2024-07-31 10:11:30.144 -07:00 | Connection update   | Networking     | 76561198007863296@steam preauthenticated from endpoint 79.165.89.230:50953.
2024-07-31 10:11:30.176 -07:00 | Connection update   | Networking     | 76561198337398902@steam preauthenticated from endpoint 94.233.241.194:16543.
2024-07-31 10:11:30.192 -07:00 | Connection update   | Networking     | 76561199738553167@steam preauthenticated from endpoint 94.233.248.56:15828.
2024-07-31 10:11:30.198 -07:00 | Connection update   | Networking     | 76561199159870190@steam preauthenticated from endpoint 31.181.3.164:52058.
2024-07-31 10:11:30.207 -07:00 | Connection update   | Networking     | 76561199748015325@steam preauthenticated from endpoint 5.139.226.188:5128.
2024-07-31 10:11:30.241 -07:00 | Connection update   | Networking     | 76561199702397511@steam preauthenticated from endpoint 89.113.158.199:55899.
2024-07-31 10:11:30.845 -07:00 | Connection update   | Networking     | 76561199446373720@steam preauthenticated from endpoint 95.81.250.79:54120.
2024-07-31 10:11:33.200 -07:00 | Connection update   | Networking     | 76561199679533843@steam preauthenticated from endpoint 178.172.188.173:62756.
2024-07-31 10:11:33.453 -07:00 | Connection update   | Networking     | 76561199446325880@steam preauthenticated from endpoint 176.59.115.254:54841.
2024-07-31 10:11:37.044 -07:00 | Connection update   | Networking     | 76561198007863296@steam authenticated from endpoint 79.165.89.230:50953. Player ID assigned: 10. Auth token serial number: 66HONOAw-0UZYW7sP.
2024-07-31 10:11:37.044 -07:00 | Connection update   | Networking     | Nickname of 76561198007863296@steam is now sergeyter.
2024-07-31 10:11:37.419 -07:00 | Connection update   | Networking     | 76561199159870190@steam authenticated from endpoint 31.181.3.164:52058. Player ID assigned: 29. Auth token serial number: gwXyOksz-I1V5fzV3.
2024-07-31 10:11:37.419 -07:00 | Connection update   | Networking     | Nickname of 76561199159870190@steam is now Request RU.
2024-07-31 10:11:37.420 -07:00 | Connection update   | Permissions    | Request RU (76561199159870190@steam) has been assigned to group Keter.
2024-07-31 10:11:37.539 -07:00 | Connection update   | Networking     | 76561198337398902@steam authenticated from endpoint 94.233.241.194:16543. Player ID assigned: 6. Auth token serial number: C06c5NJs-5d4XB9vu.
