2024-08-01 05:26:07.103 -07:00 | Internal            | Logger         | Started logging.
2024-08-01 05:26:07.104 -07:00 | Internal            | Logger         | Game version: 13.5.1.
2024-08-01 05:26:07.104 -07:00 | Internal            | Logger         | Build type: Release.
2024-08-01 05:26:07.104 -07:00 | Internal            | Logger         | Build timestamp: 2024-07-20 16:26:48Z.
2024-08-01 05:26:07.104 -07:00 | Internal            | Logger         | Headless: True.
2024-08-01 05:26:18.498 -07:00 | Connection update   | Networking     | 76561198268089417@steam preauthenticated from endpoint 83.139.129.162:2828.
2024-08-01 05:26:18.503 -07:00 | Connection update   | Networking     | 76561199495396199@steam preauthenticated from endpoint 95.215.57.112:50854.
2024-08-01 05:26:18.510 -07:00 | Connection update   | Networking     | 76561199583641688@steam preauthenticated from endpoint 185.215.55.202:17571.
2024-08-01 05:26:18.516 -07:00 | Connection update   | Networking     | 76561199547420898@steam preauthenticated from endpoint 83.139.170.206:3088.
2024-08-01 05:26:18.522 -07:00 | Connection update   | Networking     | 76561199298136917@steam preauthenticated from endpoint 93.157.23.162:2489.
2024-08-01 05:26:18.528 -07:00 | Connection update   | Networking     | 76561199558499078@steam preauthenticated from endpoint 37.252.90.80:56133.
2024-08-01 05:26:18.534 -07:00 | Connection update   | Networking     | 76561199227085017@steam preauthenticated from endpoint 2.61.114.33:59800.
2024-08-01 05:26:18.539 -07:00 | Connection update   | Networking     | 76561199197368100@steam preauthenticated from endpoint 91.185.78.229:50464.
2024-08-01 05:26:18.544 -07:00 | Connection update   | Networking     | 76561199221787676@steam preauthenticated from endpoint 31.131.74.231:1539.
2024-08-01 05:26:25.136 -07:00 | Connection update   | Networking     | 76561199197368100@steam authenticated from endpoint 91.185.78.229:50464. Player ID assigned: 20. Auth token serial number: yo1sYVJT-FGCNgZDZ.
2024-08-01 05:26:25.136 -07:00 | Connection update   | Networking     | Nickname of 76561199197368100@steam is now дима2013смерч.
2024-08-01 05:26:26.565 -07:00 | Connection update   | Networking     | 76561199221787676@steam authenticated from endpoint 31.131.74.231:1539. Player ID assigned: 31. Auth token serial number: H8hTyCwz-uMTmj7ER.
2024-08-01 05:26:26.565 -07:00 | Connection update   | Networking     | Nickname of 76561199221787676@steam is now doshik_s_gribami.
2024-08-01 05:26:27.252 -07:00 | Connection update   | Networking     | 76561199495396199@steam authenticated from endpoint 95.215.57.112:50854. Player ID assigned: 14. Auth token serial number: SjXPKjct-ZcHRplkD.
