2024-08-03 00:53:37.464 -07:00 | Internal            | Logger         | Started logging.
2024-08-03 00:53:37.465 -07:00 | Internal            | Logger         | Game version: 13.5.1.
2024-08-03 00:53:37.465 -07:00 | Internal            | Logger         | Build type: Release.
2024-08-03 00:53:37.465 -07:00 | Internal            | Logger         | Build timestamp: 2024-07-20 16:26:48Z.
2024-08-03 00:53:37.465 -07:00 | Internal            | Logger         | Headless: True.
2024-08-03 00:53:42.238 -07:00 | Connection update   | Networking     | 76561199636742524@steam preauthenticated from endpoint 217.107.199.158:54405.
2024-08-03 00:53:42.606 -07:00 | Connection update   | Networking     | 76561199620582963@steam preauthenticated from endpoint 46.147.226.194:58167.
2024-08-03 00:53:42.910 -07:00 | Connection update   | Networking     | 76561198268089417@steam preauthenticated from endpoint 83.139.129.162:2597.
2024-08-03 00:53:43.768 -07:00 | Connection update   | Networking     | 76561199101281600@steam preauthenticated from endpoint 46.73.28.87:58201.
2024-08-03 00:53:51.436 -07:00 | Connection update   | Networking     | 76561199636742524@steam authenticated from endpoint 217.107.199.158:54405. Player ID assigned: 5. Auth token serial number: UJBT8jOL-6CxwhOjQ.
2024-08-03 00:53:51.436 -07:00 | Connection update   | Networking     | Nickname of 76561199636742524@steam is now lololinno6.
2024-08-03 00:53:52.042 -07:00 | Connection update   | Networking     | 76561199620582963@steam authenticated from endpoint 46.147.226.194:58167. Player ID assigned: 10. Auth token serial number: /i0WsUy3-sJu4fxj2.
2024-08-03 00:53:52.042 -07:00 | Connection update   | Networking     | Nickname of 76561199620582963@steam is now Mashinist [YT].
2024-08-03 00:53:52.390 -07:00 | Connection update   | Networking     | 76561199645814845@steam preauthenticated from endpoint 46.159.211.158:62129.
2024-08-03 00:53:53.005 -07:00 | Connection update   | Networking     | 76561198268089417@steam authenticated from endpoint 83.139.129.162:2597. Player ID assigned: 9. Auth token serial number: DzENntcK-WfENrfa0.
2024-08-03 00:53:53.005 -07:00 | Connection update   | Networking     | Nickname of 76561198268089417@steam is now pokakal kt.
2024-08-03 00:53:53.006 -07:00 | Connection update   | Permissions    | pokakal kt (76561198268089417@steam) has been assigned to group Стажёр 👤.
2024-08-03 00:53:53.061 -07:00 | Connection update   | Networking     | 76561199227085017@steam preauthenticated from endpoint 2.61.114.33:52615.
2024-08-03 00:53:54.396 -07:00 | Connection update   | Networking     | 76561199101281600@steam authenticated from endpoint 46.73.28.87:58201. Player ID assigned: 8. Auth token serial number: XfA1Sexx-1eIWkgvQ.
2024-08-03 00:53:54.396 -07:00 | Connection update   | Networking     | Nickname of 76561199101281600@steam is now polska man.
