2024-08-01 05:54:07.403 -07:00 | Internal            | Logger         | Started logging.
2024-08-01 05:54:07.403 -07:00 | Internal            | Logger         | Game version: 13.5.1.
2024-08-01 05:54:07.403 -07:00 | Internal            | Logger         | Build type: Release.
2024-08-01 05:54:07.403 -07:00 | Internal            | Logger         | Build timestamp: 2024-07-20 16:26:48Z.
2024-08-01 05:54:07.403 -07:00 | Internal            | Logger         | Headless: True.
2024-08-01 05:54:18.695 -07:00 | Connection update   | Networking     | 76561199495396199@steam preauthenticated from endpoint 95.215.57.112:61477.
2024-08-01 05:54:18.707 -07:00 | Connection update   | Networking     | 76561198268089417@steam preauthenticated from endpoint 83.139.129.162:2321.
2024-08-01 05:54:18.722 -07:00 | Connection update   | Networking     | 76561199547420898@steam preauthenticated from endpoint 83.139.170.206:4113.
2024-08-01 05:54:18.729 -07:00 | Connection update   | Networking     | 76561199576345737@steam preauthenticated from endpoint 151.0.21.76:64951.
2024-08-01 05:54:18.739 -07:00 | Connection update   | Networking     | 76561199487764376@steam preauthenticated from endpoint 87.117.51.230:18589.
2024-08-01 05:54:18.746 -07:00 | Connection update   | Networking     | 76561199216801848@steam preauthenticated from endpoint 46.172.28.171:55863.
2024-08-01 05:54:18.762 -07:00 | Connection update   | Networking     | 76561199197368100@steam preauthenticated from endpoint 91.185.78.229:58502.
2024-08-01 05:54:18.780 -07:00 | Connection update   | Networking     | 76561199221787676@steam preauthenticated from endpoint 31.131.74.231:1557.
2024-08-01 05:54:18.794 -07:00 | Connection update   | Networking     | 76561199383848831@steam preauthenticated from endpoint 94.255.135.98:9225.
2024-08-01 05:54:18.799 -07:00 | Connection update   | Networking     | 76561199702397511@steam preauthenticated from endpoint 89.113.158.199:55920.
2024-08-01 05:54:19.033 -07:00 | Connection update   | Networking     | 76561199083789507@steam preauthenticated from endpoint 95.179.38.186:64080.
2024-08-01 05:54:25.269 -07:00 | Connection update   | Networking     | 76561199383848831@steam authenticated from endpoint 94.255.135.98:9225. Player ID assigned: 34. Auth token serial number: JxQPYhFU-LzH8ThDf.
2024-08-01 05:54:25.269 -07:00 | Connection update   | Networking     | Nickname of 76561199383848831@steam is now Арбузный Котик.
2024-08-01 05:54:25.270 -07:00 | Connection update   | Permissions    | Арбузный Котик (76561199383848831@steam) has been assigned to group Стажёр 👤.
2024-08-01 05:54:25.312 -07:00 | Connection update   | Networking     | 76561199197368100@steam authenticated from endpoint 91.185.78.229:58502. Player ID assigned: 15. Auth token serial number: yo1sYVJT-SPI0a45/.
2024-08-01 05:54:25.312 -07:00 | Connection update   | Networking     | Nickname of 76561199197368100@steam is now дима2013смерч.
2024-08-01 05:54:26.789 -07:00 | Connection update   | Networking     | 76561199702397511@steam authenticated from endpoint 89.113.158.199:55920. Player ID assigned: 25. Auth token serial number: HiNS2tGt-ORTTIH/b.
2024-08-01 05:54:26.790 -07:00 | Connection update   | Networking     | Nickname of 76561199702397511@steam is now Egor4ik.
2024-08-01 05:54:27.490 -07:00 | Connection update   | Networking     | 76561199495396199@steam authenticated from endpoint 95.215.57.112:61477. Player ID assigned: 8. Auth token serial number: SjXPKjct-cDkWPP8z.
2024-08-01 05:54:27.490 -07:00 | Connection update   | Networking     | Nickname of 76561199495396199@steam is now .'$kv0Zy'/Gun/.
2024-08-01 05:54:27.649 -07:00 | Connection update   | Networking     | 76561199487764376@steam authenticated from endpoint 87.117.51.230:18589. Player ID assigned: 14. Auth token serial number: 5ZgX29WZ-W0G34p6r.
2024-08-01 05:54:27.650 -07:00 | Connection update   | Networking     | Nickname of 76561199487764376@steam is now absolute.
2024-08-01 05:54:27.841 -07:00 | Connection update   | Networking     | 76561199221787676@steam authenticated from endpoint 31.131.74.231:1557. Player ID assigned: 3. Auth token serial number: H8hTyCwz-5BONgOqE.
2024-08-01 05:54:27.841 -07:00 | Connection update   | Networking     | Nickname of 76561199221787676@steam is now doshik_s_gribami.
2024-08-01 05:54:28.000 -07:00 | Connection update   | Networking     | 76561199216801848@steam authenticated from endpoint 46.172.28.171:55863. Player ID assigned: 36. Auth token serial number: fpLgtdxa-B1B4pgy8.
2024-08-01 05:54:28.000 -07:00 | Connection update   | Networking     | Nickname of 76561199216801848@steam is now StarSword.
2024-08-01 05:54:28.000 -07:00 | Connection update   | Permissions    | StarSword (76561199216801848@steam) has been assigned to group Стажёр 👤.
2024-08-01 05:54:28.488 -07:00 | Connection update   | Networking     | 76561199547420898@steam authenticated from endpoint 83.139.170.206:4113. Player ID assigned: 32. Auth token serial number: VYg7/5/6-MjuwAtbY.
2024-08-01 05:54:28.488 -07:00 | Connection update   | Networking     | Nickname of 76561199547420898@steam is now Su0rT1k.
2024-08-01 05:54:28.489 -07:00 | Connection update   | Permissions    | Su0rT1k (76561199547420898@steam) has been assigned to group Заместитель Создателя 💜.
