2024-08-06 03:04:01.519 -07:00 | Internal            | Logger         | Started logging.
2024-08-06 03:04:01.519 -07:00 | Internal            | Logger         | Game version: 13.5.1.
2024-08-06 03:04:01.519 -07:00 | Internal            | Logger         | Build type: Release.
2024-08-06 03:04:01.519 -07:00 | Internal            | Logger         | Build timestamp: 2024-07-20 16:26:48Z.
2024-08-06 03:04:01.519 -07:00 | Internal            | Logger         | Headless: True.
2024-08-06 03:04:05.866 -07:00 | Connection update   | Networking     | 76561199103754081@steam preauthenticated from endpoint 37.157.145.203:49557.
2024-08-06 03:04:05.896 -07:00 | Connection update   | Networking     | 76561199702397511@steam preauthenticated from endpoint 79.164.49.174:11000.
2024-08-06 03:04:06.163 -07:00 | Connection update   | Networking     | 76561198451966069@steam preauthenticated from endpoint 91.244.168.35:60602.
2024-08-06 03:04:06.402 -07:00 | Connection update   | Networking     | 76561199547420898@steam preauthenticated from endpoint 83.139.170.206:5143.
2024-08-06 03:04:06.501 -07:00 | Connection update   | Networking     | 76561199104993844@steam preauthenticated from endpoint 178.155.124.73:63163.
2024-08-06 03:04:06.932 -07:00 | Connection update   | Networking     | 76561199520684589@steam preauthenticated from endpoint 188.162.180.108:31447.
2024-08-06 03:04:06.990 -07:00 | Connection update   | Networking     | 76561199633943377@steam preauthenticated from endpoint 146.158.124.27:52622.
2024-08-06 03:04:07.379 -07:00 | Connection update   | Networking     | 76561199261129915@steam preauthenticated from endpoint 95.25.104.247:1848.
2024-08-06 03:04:07.806 -07:00 | Connection update   | Networking     | 76561199560067996@steam preauthenticated from endpoint 178.158.1.209:60204.
2024-08-06 03:04:10.759 -07:00 | Connection update   | Networking     | 76561198824786265@steam preauthenticated from endpoint 86.108.18.225:18179.
2024-08-06 03:04:11.231 -07:00 | Connection update   | Networking     | 76561199507981263@steam preauthenticated from endpoint 95.83.53.51:58678.
2024-08-06 03:04:13.074 -07:00 | Connection update   | Networking     | 76561199645814845@steam preauthenticated from endpoint 46.159.70.94:59920.
2024-08-06 03:04:14.317 -07:00 | Connection update   | Networking     | 76561199702397511@steam authenticated from endpoint 79.164.49.174:11000. Player ID assigned: 9. Auth token serial number: 4h/r3u1l-T0zsDcOQ.
2024-08-06 03:04:14.317 -07:00 | Connection update   | Networking     | Nickname of 76561199702397511@steam is now Egor4ik.
2024-08-06 03:04:14.528 -07:00 | Connection update   | Networking     | 76561199103754081@steam authenticated from endpoint 37.157.145.203:49557. Player ID assigned: 12. Auth token serial number: 9XSTjKXU-o2IPeSIJ.
