2024-08-03 03:10:04.599 -07:00 | Internal            | Logger         | Started logging.
2024-08-03 03:10:04.599 -07:00 | Internal            | Logger         | Game version: 13.5.1.
2024-08-03 03:10:04.599 -07:00 | Internal            | Logger         | Build type: Release.
2024-08-03 03:10:04.599 -07:00 | Internal            | Logger         | Build timestamp: 2024-07-20 16:26:48Z.
2024-08-03 03:10:04.599 -07:00 | Internal            | Logger         | Headless: True.
2024-08-03 03:10:09.649 -07:00 | Connection update   | Networking     | 76561199542731762@steam preauthenticated from endpoint 92.248.228.146:49676.
2024-08-03 03:10:10.007 -07:00 | Connection update   | Networking     | 76561199216801848@steam preauthenticated from endpoint 46.172.30.34:50446.
2024-08-03 03:10:10.048 -07:00 | Connection update   | Networking     | 76561199466370636@steam preauthenticated from endpoint 46.16.229.46:9765.
2024-08-03 03:10:10.073 -07:00 | Connection update   | Networking     | 76561199573877378@steam preauthenticated from endpoint 94.233.241.238:11852.
2024-08-03 03:10:10.353 -07:00 | Connection update   | Networking     | 76561199500612893@steam preauthenticated from endpoint 77.34.250.75:49278.
2024-08-03 03:10:10.455 -07:00 | Connection update   | Networking     | 76561199446325880@steam preauthenticated from endpoint 176.59.115.254:36642.
2024-08-03 03:10:10.490 -07:00 | Connection update   | Networking     | 76561199205233187@steam preauthenticated from endpoint 31.130.249.158:58351.
2024-08-03 03:10:18.645 -07:00 | Connection update   | Networking     | 76561199542731762@steam authenticated from endpoint 92.248.228.146:49676. Player ID assigned: 3. Auth token serial number: P18RVYaO-l71PrGyV.
2024-08-03 03:10:18.645 -07:00 | Connection update   | Networking     | Nickname of 76561199542731762@steam is now xyulo.
2024-08-03 03:10:18.935 -07:00 | Connection update   | Networking     | 76561199216801848@steam authenticated from endpoint 46.172.30.34:50446. Player ID assigned: 7. Auth token serial number: YSLNIIpP-zonTZa4S.
2024-08-03 03:10:18.935 -07:00 | Connection update   | Networking     | Nickname of 76561199216801848@steam is now StarSword.
2024-08-03 03:10:18.937 -07:00 | Connection update   | Permissions    | StarSword (76561199216801848@steam) has been assigned to group Стажёр 👤.
2024-08-03 03:10:19.103 -07:00 | Connection update   | Networking     | 76561199500612893@steam authenticated from endpoint 77.34.250.75:49278. Player ID assigned: 22. Auth token serial number: M7W45Ozc-AIXPatxK.
2024-08-03 03:10:19.103 -07:00 | Connection update   | Networking     | Nickname of 76561199500612893@steam is now бананчики.
2024-08-03 03:10:19.945 -07:00 | Connection update   | Networking     | 76561199466370636@steam authenticated from endpoint 46.16.229.46:9765. Player ID assigned: 19. Auth token serial number: qBoqoTa2-3HHdlSnT.
2024-08-03 03:10:19.945 -07:00 | Connection update   | Networking     | Nickname of 76561199466370636@steam is now Red.
2024-08-03 03:10:20.479 -07:00 | Connection update   | Networking     | 76561199205233187@steam authenticated from endpoint 31.130.249.158:58351. Player ID assigned: 16. Auth token serial number: pl4cdRem-LMascBCL.
2024-08-03 03:10:20.479 -07:00 | Connection update   | Networking     | Nickname of 76561199205233187@steam is now dunmac15.
2024-08-03 03:10:20.646 -07:00 | Connection update   | Networking     | 76561199446325880@steam authenticated from endpoint 176.59.115.254:36642. Player ID assigned: 1. Auth token serial number: Rnn4O46T-rB5o6J2K.
2024-08-03 03:10:20.646 -07:00 | Connection update   | Networking     | Nickname of 76561199446325880@steam is now SerVax.
2024-08-03 03:10:42.157 -07:00 | Game Event          | Logger         | Round has been started.
2024-08-03 03:10:59.575 -07:00 | Connection update   | Networking     | 76561199573877378@steam preauthenticated from endpoint 94.233.241.238:20132.
2024-08-03 03:11:09.084 -07:00 | Connection update   | Networking     | 76561199573877378@steam authenticated from endpoint 94.233.241.238:20132. Player ID assigned: 9. Auth token serial number: o2H6QcOl-I6R9WzUi.
2024-08-03 03:11:09.084 -07:00 | Connection update   | Networking     | Nickname of 76561199573877378@steam is now Мельник.
2024-08-03 03:11:25.065 -07:00 | Connection update   | Networking     | Мельник (76561199573877378@steam) disconnected from IP address 94.233.241.238. Last class: Spectator.
2024-08-03 03:13:07.875 -07:00 | Connection update   | Networking     | 76561199396556990@steam preauthenticated from endpoint 109.126.5.144:6155.
2024-08-03 03:13:17.295 -07:00 | Connection update   | Networking     | 76561199396556990@steam authenticated from endpoint 109.126.5.144:6155. Player ID assigned: 21. Auth token serial number: BCMGjU9x-wtuo6Jpl.
2024-08-03 03:13:17.295 -07:00 | Connection update   | Networking     | Nickname of 76561199396556990@steam is now DiplomaT.
2024-08-03 03:14:05.264 -07:00 | Connection update   | Networking     | 76561199736015593@steam preauthenticated from endpoint 188.162.188.23:54822.
2024-08-03 03:14:16.796 -07:00 | Connection update   | Networking     | 76561199573877378@steam preauthenticated from endpoint 94.233.241.238:11817.
2024-08-03 03:14:26.464 -07:00 | Connection update   | Networking     | 76561199573877378@steam authenticated from endpoint 94.233.241.238:11817. Player ID assigned: 8. Auth token serial number: o2H6QcOl-M8jtstWC.
2024-08-03 03:14:26.464 -07:00 | Connection update   | Networking     | Nickname of 76561199573877378@steam is now Мельник.
