2024-08-06 05:40:23.060 -07:00 | Internal            | Logger         | Started logging.
2024-08-06 05:40:23.060 -07:00 | Internal            | Logger         | Game version: 13.5.1.
2024-08-06 05:40:23.060 -07:00 | Internal            | Logger         | Build type: Release.
2024-08-06 05:40:23.060 -07:00 | Internal            | Logger         | Build timestamp: 2024-07-20 16:26:48Z.
2024-08-06 05:40:23.060 -07:00 | Internal            | Logger         | Headless: True.
2024-08-06 05:40:28.334 -07:00 | Connection update   | Networking     | 76561199292865260@steam preauthenticated from endpoint 95.26.122.106:10061.
2024-08-06 05:40:28.343 -07:00 | Connection update   | Networking     | 76561199745416315@steam preauthenticated from endpoint 94.233.241.30:15404.
2024-08-06 05:40:28.354 -07:00 | Connection update   | Networking     | 76561199439224273@steam preauthenticated from endpoint 89.179.98.187:61423.
2024-08-06 05:40:28.570 -07:00 | Connection update   | Networking     | 76561199547420898@steam preauthenticated from endpoint 83.139.170.206:6148.
2024-08-06 05:40:34.290 -07:00 | Connection update   | Networking     | 76561199401547259@steam preauthenticated from endpoint 31.180.159.47:52054.
2024-08-06 05:40:36.464 -07:00 | Connection update   | Networking     | 76561199292865260@steam authenticated from endpoint 95.26.122.106:10061. Player ID assigned: 14. Auth token serial number: GRHz6hKd-njc9LErN.
2024-08-06 05:40:36.464 -07:00 | Connection update   | Networking     | Nickname of 76561199292865260@steam is now O_o_Germok_o_O.
2024-08-06 05:40:37.322 -07:00 | Connection update   | Networking     | 76561199439224273@steam authenticated from endpoint 89.179.98.187:61423. Player ID assigned: 22. Auth token serial number: pnnuJ07b-XcYgit5i.
2024-08-06 05:40:37.322 -07:00 | Connection update   | Networking     | Nickname of 76561199439224273@steam is now vkekferil.
2024-08-06 05:40:39.907 -07:00 | Connection update   | Networking     | 76561199745416315@steam authenticated from endpoint 94.233.241.30:15404. Player ID assigned: 8. Auth token serial number: iFhZDBoO-/P1pQmh1.
2024-08-06 05:40:39.907 -07:00 | Connection update   | Networking     | Nickname of 76561199745416315@steam is now shernyshevdemed13.
2024-08-06 05:40:40.252 -07:00 | Connection update   | Networking     | 76561199547420898@steam authenticated from endpoint 83.139.170.206:6148. Player ID assigned: 26. Auth token serial number: 6YGg1pAI-GX9HKYxe.
