2024-07-31 07:53:25.382 -07:00 | Internal            | Logger         | Started logging.
2024-07-31 07:53:25.382 -07:00 | Internal            | Logger         | Game version: 13.5.1.
2024-07-31 07:53:25.382 -07:00 | Internal            | Logger         | Build type: Release.
2024-07-31 07:53:25.382 -07:00 | Internal            | Logger         | Build timestamp: 2024-07-20 16:26:48Z.
2024-07-31 07:53:25.382 -07:00 | Internal            | Logger         | Headless: True.
2024-07-31 07:53:31.161 -07:00 | Connection update   | Networking     | 76561199555847516@steam preauthenticated from endpoint 5.187.86.66:25228.
2024-07-31 07:53:31.204 -07:00 | Connection update   | Networking     | 76561199546366028@steam preauthenticated from endpoint 109.106.141.140:52181.
2024-07-31 07:53:31.295 -07:00 | Connection update   | Networking     | 76561198873939339@steam preauthenticated from endpoint 85.174.192.59:5219.
2024-07-31 07:53:31.319 -07:00 | Connection update   | Networking     | 76561199446373720@steam preauthenticated from endpoint 95.81.250.79:64379.
2024-07-31 07:53:38.308 -07:00 | Connection update   | Networking     | 76561199546366028@steam authenticated from endpoint 109.106.141.140:52181. Player ID assigned: 8. Auth token serial number: b6mIQH2z-Jfuk7Yzv.
2024-07-31 07:53:38.308 -07:00 | Connection update   | Networking     | Nickname of 76561199546366028@steam is now OvnerGR.
2024-07-31 07:53:38.919 -07:00 | Connection update   | Networking     | 76561198873939339@steam authenticated from endpoint 85.174.192.59:5219. Player ID assigned: 34. Auth token serial number: fezjg9BY-q33OMayx.
2024-07-31 07:53:38.919 -07:00 | Connection update   | Networking     | Nickname of 76561198873939339@steam is now set220.
2024-07-31 07:53:42.645 -07:00 | Connection update   | Networking     | 76561199555847516@steam authenticated from endpoint 5.187.86.66:25228. Player ID assigned: 24. Auth token serial number: 3CjtKCQX-D3zlidV4.
2024-07-31 07:53:42.645 -07:00 | Connection update   | Networking     | Nickname of 76561199555847516@steam is now plariumpla.
2024-07-31 07:53:43.156 -07:00 | Connection update   | Networking     | 76561199446373720@steam authenticated from endpoint 95.81.250.79:64379. Player ID assigned: 2. Auth token serial number: 7/lP/EDf-GZ5bZqBd.
2024-07-31 07:53:43.156 -07:00 | Connection update   | Networking     | Nickname of 76561199446373720@steam is now foz foz.
2024-07-31 07:53:44.375 -07:00 | Connection update   | Networking     | 76561199523435144@steam preauthenticated from endpoint 195.64.157.2:3492.
2024-07-31 07:54:03.944 -07:00 | Game Event          | Logger         | Round has been started.
2024-07-31 07:54:08.088 -07:00 | Connection update   | Networking     | 76561199523435144@steam authenticated from endpoint 195.64.157.2:3492. Player ID assigned: 21. Auth token serial number: nxFpFlpw-Iy5GgHPI.
2024-07-31 07:54:08.088 -07:00 | Connection update   | Networking     | Nickname of 76561199523435144@steam is now bebro4ka.
2024-07-31 07:54:08.088 -07:00 | Connection update   | Permissions    | bebro4ka (76561199523435144@steam) has been assigned to group Старший Администратор 👤.
2024-07-31 07:54:08.105 -07:00 | Connection update   | Networking     | 76561199130413743@steam preauthenticated from endpoint 5.44.173.29:58881.
2024-07-31 07:55:25.331 -07:00 | Connection update   | Networking     | (null) (null) disconnected from IP address 5.44.173.29. Last class: None.
2024-07-31 07:55:57.924 -07:00 | Kill                | Class change   | foz foz (76561199446373720@steam), playing as Class-D Personnel, has died. Specific death reason: Severed Hands from SCP-330.
2024-07-31 07:56:47.075 -07:00 | Connection update   | Networking     | 76561199130413743@steam preauthenticated from endpoint 5.44.173.29:54045.
2024-07-31 07:57:18.508 -07:00 | Connection update   | Networking     | 76561199130413743@steam preauthenticated from endpoint 5.44.173.29:54047.
